,TEXT
3287,"i am proud to be a virgin. i'm not ditzy or dumb. i don't believe everything i am told. abstinence is the key, so i believe. i am not ready for a child nor disgusting diseases. my virginity is my sanctuary. if this makes me a loser than so be it."
3288,violence is never the answer . physical disputes are pointless and solve nothing. it is unnecessary and a waste of time. i shall never stoop down to that level of immaturity. i'd rather walk away and be the bigger person. if this makes me a loser than so be it. 
3289,"being a party girl is not who i am. partying is not what life is all about. life does not revolve around alcohol, drugs, and music. there are more important things in life than parties. i have the rest of my life to party, for now i choose to focus on my future and career. if this makes me a loser than so be it."
3290,i don't need to dress like a hoochie to get attention. i am classy not trashy. i'd rather be noticed for my intelligence than my looks. i choose to have dignity and respect for my body. i'd rather be liked for who i am than for what i look like. if this makes me a loser than so be it.
3291,"i am not a follower, i control my own mind and make my own decisions. i stand up for what i believe in and defend my opinions. i'd rather be hated for being myself than liked for someone i am not. if this makes me a loser than so be it."
3292,"i am unique and one of a kind. i am who i am, and will never change for anyone. i will always be me, now and forever. if this makes me a loser than maybe i am."
3293,am not a victim of breast cancer
3294,"i am not a victim of breast cancer. i am experiencing breast cancer. i am not dying. i am living. i am not curing. i am healing and restoring. i am not fearing. i am loving and trusting. i am not fighting. i am ceasing all hostility and conflict. i am not weak or diminished. i am strong and whole and complete. i am not coping or hoping. i am giving and receiving, creating and conceiving. i am not crying. i am laughing until the tears run down my leg. my body is not my enemy. my body is my loving friend, my gentle guide. my life story is not history. my life story is legendary. i am not powerless. i am powerful beyond measure. i am not a drop in the ocean. i am the ocean in a drop. i am not scattered. i am aligned. i am not being destroyed. i am building my sacred stature. i am not trapped or caged. i am as free as a feathery fledgling. my body is not a muddy puddle of despair. my body is a hallowed temple of spirit. i am not filled with shadows. i am filled with illuminating light. i am not a passive puppet. i am an active advocate and enthusiastic participant. i am not tired and bested. i am tied and invested. i am not without a voice or meaning or purpose. i am an angelic messenger. i am not discarded. i am needed. i am not descending, dragging or faltering. i am consistently inspiring and uplifting. i am not dwelling in the reflections of the past or the projections of the future. i am joyfully dancing naked in the unfolding mystery of the present moment. i am not alone or abandoned. i am infinitely connected by the soft, silky vibrational threads of love. i will not forget. i will remember. i will not burn out. i will sparkle forever."
3295,  
3296,forjil
3297,you say you’re afraid of being alone you can’t do a thing on your own you don’t know where to get the courage to overcome those fears that bother you
3298,i sensed that you needed somebody and now i’m here to fill that somebody never to leave you alone so you can stand on your own
3299,"remember what i’ve told you, that fear is only in the mind? i believe that you can make it, just like me…"
3300,"because, for once, i’m also afraid and i don’t know where to get the strength to overcome my weakness"
3301,"now, i am brave enough to stand beside you yes, i am brave enough…"
3302,"maybe you’ll ask, “why are you brave enough?” my answer is simple and true: “i’m brave enough because of you”"
3303,  
3304,my world
3305,"the day is through, the sun is down, only the moon seems to be up. i go to bed, i lay to rest, i open my eyes, as into the world i step."
3306,"i see green meadows, i feel the sun, i feel content as i look around. i keep on walking down the lane, i hear the giggles of kids at play."
3307,"so many faces all come in glee, the cheer, the laughter, everyone at peace. singing and dancing, all around one man, i take a step forward to join in the clan."
3308,"we all come together, no color no race, we all want to shout out and to him give praise, our pastor, our savior, our only true love, the reign of mankind, if only in him we trust."
3309,"no rain, no pain, no evil, no shame this is my world, it is yours too. no tears, no fears, no aches, no blame this is my world, i share it with you."
3310,  
3311,"fear itself is undefined i lay on my bed soaking my pillow with my tears, i try to remember exactly what it is that i fear. is it the passing of time or the love that i lack? is it the mistakes that i've made or the fact that i can't bring the past back? what is it that i'm afraid of?  why am i so scared? is it the people i've hurt or the people that have hurt me? am i afraid of everything that i cant seem to see? is it the love of a friend, or the loss of my family? is it the possibility that my life can end in a tragedy?  what is it that i fear most?  what do my eyes say i'm scared of?  is it the sun that sets but won't seem to rise? is it the hope that i have that always seems to die? is it the trust of a person that i cannot begin to grasp? is it all the memories of my horrid past? is it me?  can it possibly be that the thing i fear most is the thing i can't be?  the things that i try to understand?  the me that i try to be with when i'm feeling sad?  the person i'm expected to be? is that what i fear? . . .  i think the thing i fear most . . .is me"
3312,last resort
3313,"a plethora of predicaments race in my mind at best,  which one can i fathom to ponder about next.  shall i even think of acting upon what my mind stirs about,  or cry my soul asleep by this never ending drought.  what will my career be,  the words last resort come screaming at me with no one to yell halt.  the quick years will pass then they will hit me and it's my own fault.  all of my solutions come bearing a bag of infinite errors,  my late night thoughts give me shrieking terrors.  at what point in time does this maze come to a close.  on the inside i am slowly weeping but on the outside i pose.  i look around my room and it does not express myself.  question creeps in my eyes at the princess sign of the shelf.  i am feeling confusion, don't worry not despair.  all i really want in this life is to be without a care."
3314,he is here
3315,"when her mother gone,  the little child's body feels revealed, for the shadows speaks, you are not alone."
3316,"close the shower curtains, cover any holes and doors;  i am afraid he can see you even more."
3317,"he is listening to all calls, quiet, we have to be careful, what we say, can you hear him breathing … dogs barking through the phone? he is tapping in, everyday."
3318,"lounging in his recliner, daring any distractions in front of his screen, if you dare to cross it, there will a tree on your back, with blood easy to be seen."
3319,"so never forget, once you cross him, you will be repaid, for he will always be watching, for a mess up, to get you that day."
3320,"with our friends, he tickled or hugged, sexually and inappropriately, why? just because."
3321,"jealous of the children, for his mind is like a child, needy at all times. wanting all attention from mommy, and if not gained, for this little child, she says, pain will be mine."
3322,"off from work he comes, releasing all anger held inside. i am hiding in my room as a child, covered ears, as tears rolled from my eyes."
3323,"mommy cries from the mental affects, i assured her it ok, but his voice shouted, he wanted me out of the way."
3324,"he said the boys were always a sin, for being a male, told his story from before, all were afraid of him, even for a date, was an ungodly knock at door."
3325,"in dreams, he touched, manipulated and lied, as an adult predator, in the midnight hour, mommy, please come home save me, i am telling the truth, your child not a liar."
3326,"wanting, not grateful for all that he can get, smiling, while fake as can be, after getting what he wants, he turns on you, stinging like a bee."
3327,"mommy please do not let him punish in anger, with a belt in his hand firm and anchored, but let it be in love, please jesus, help me from above."
3328,"never to love the children, he rather seek selfish desires, we will always be his enemies, in memory, his abuse remain ours."
3329,how do you?
3330,"how do you tell a friend that you are worried about them? that you think that they are not making good decisions right now. that it scares you to see them like this. you know that you will be there for them, but how do you make them see that? how do you tell them so they don't get mad? do you tell them straight up so they deny it saying they are ok? it's complicated no matter who you are. it hurts to see your friends like this. you don't want to push them away because you have a special bond. so how do you tell someone you love, this? there is no easy way."
3331,"me, god and the devil"
3332,i've been tainted and shamed behind my pretty facade impured by lust and passion corrupted by silly illusions my soul more broken than my heart.
3333,"no saint can save me now i'm a sinner with no savior so i ask god to just take me now i want to feel numb forever numb, cold, and dead."
3334,"i didn't know innocence can be a sin accessory to evil plots i fell against his will leaving me hopelessly scared,  trapped and good as dead."
3335,"no one knows i've got a secret a secret i couldn't trust someone to keep no one knows what i went through the pain and misery i still feel no one knows except me, god, and the devil too."
3336,the abuse
3337,when i was little you abused me in every way you hurt me and didn't care because you felt no shame.
3338,when i was little i didn't know what you were doing wasn't okay.
3339,when i was little i would cry myself to sleep i would try to hide the tears and try to hide  from the pain.
3340,bruises all over no more lies to cover up now no one to talk to because of the pain.
3341,finally one day i came to a crossroad do i tell or just stay hidden beneath the covers all day?
3342,you now are in prison but i still feel the pain  i don't want to cry no more because it's tearing me  down...
3343,so for you dear daddy i won't shed another tear
3344,the end
3345,suicide
3346,"suicide tempts me every time i swallow,  all because this destructive life lead,  and the paths i follow.  i'm invisible to myself, and will soon be to everyone who once cared.  many never believed me,  others always dared.  hurting everyone whomever had my back.  the only way i deserve to leave this world is in a black polyester sack.  my life,  what life,  is all down the drain,  the only love of my life and all my family left in pain. i'm sorry everyone,  i'm sorry for all i've done,  but the pain will end now,  it will all end once i'm gone.  a slice to wrist,  a cut to the throat,  sleeping pills for the pain hallucinating of being afloat.  lifting to the heaven that i could only dream,  blood dripping from my torso like melting ice cream.  no breath,  no life,  no soul,  i'm sorry mom, i'm sorry dad,  but finally i feel like i can unfold."
3347,  
3348,cry for help!!!
3349,i thirst for help before it’s to late.....  i stand alone in the darkness as i lay...... the might of his fist feels like burning coal..... the power of his kick ordains the soul......  the fire in his eyes makes you blind.... but my cry for help you can not find.....  i need help and someone to help me now.... he won’t let me leave him so i don't know how..... he is passive and controlling......  as he push me around my body rolling......  i don't think i can save myself...... someone listen to my cry for help!!!
3350,i wish i knew who i am
3351,you tell me you love me  i tell you the same i don't know who i am  it's a shame it's insane
3352,i want to love me and you  like i love my own son inside i feel dead  and i'm totally numb
3353,i prick my finger  from a rose with a thorn a reminder that our children  are of the purest of form
3354,a mirror reflection of body we are the more i look the more that i scar the more that i scar the better i feel in this crazy world that seems oh so unreal
3355,the whole world is my stage  it helps cover my fear for we are all merely actors  according to shakespeare
3356,when i speak of the truth it feels like a noose that's slowly stretching my neck and then when i lie the noose opens wide and postpones the decent to my death
3357,i feel so amused or maybe confused of the thoughts that run through my head its just so unfair with these thoughts i compare my whole life i just can't stay ahead
3358,is it me is it you is it life is it truth is it destiny or time is it yours is it mine
3359,i don't know but i hope it comes soon because it hurts
3360,  
3361,she wears my shoes
3362,"she rode on my wings,  shared her dreams,  and lit my life with such a glow. i was her protector, teacher and friend,  and will be her mother until my end  i made a lot of mistakes not knowing the cost in the end,  i never intended to hand down the same shoes my mother handed me.  but i see that is what i did.  and crushing all her dreams.  it has been over four years since we have last spoken,  but never a day passes that i don't send my love to the stars above,  and ask for an angel to open up their wings  and take my place and guide her to follow all her dreams.  she will always have a place in my heart that will never be replaced,  this is how a mothers love was always meant to be. i hope that someday our paths will cross again,  and i can hold her in my arms  and tell her i understand better than she could ever know i understand what i did in passing the shoes to her. if i could take it all back, believe me i would. but, for now it’s out of my hands."
3363,go
3364,why do i stay when i want to go? is it because i have hope? or maybe it is because i don’t want to be alone.
3365,i stay and all i do is complain. complain that i might be going insane. insane of the thought that it might be my fault.
3366,but who is to blame? is it me or is it him? neither one of us will go.
3367,although we know we must go. all we do is ignore the pain. of all the words we exchange.
3368,i know i must go but i don’t know. if i go i will be alone. but why do i stay? only to hear him say “you’re to blame for all my unhappiness and pain.”
3369,i know i’m not to blame for the choices he has made. so i stay hoping he will grow. grow in love and be consoled knowing i will never go.
3370,i thank you
3371,"you kept it real you told no lies i trusted your words and you said that it was okay to cry hidden from an ocean of lies from the people closest to me.... but you, you revealed them all you answered questions never asked and you showed no regret and with that i thank you! wishing the truth were lies expecting a laugh and you telling me that it was all a joke! the truth hit me, then stabbed me, then killed me a thousand times.... i cried that night with the never ending thought of the truth.... i thought i knew my life i thought i understood it all.... but you opened my eyes and unwrapped the hurtful truth.... and i thank you for being there, to hold my hand....through it all.... and i can never thank you enough for opening the closet of skeletons...."
3372,the voyage
3373,"the vessel's memories haunt the gloom of the night, i survey its changed shape since days of yore, as i stumble, tremble and fumble to the fore, the mute faces stare with hope as they might, dreaming of the new world's coming at first light, the pining youth cross the threshold of the door, they are visibly stricken and shaken to the core; we are ghastly, haggard shells and filled with fright, as our modern voyage sails into the shades of night."
3374,"my heart breaks; a mother's fears, a sister's tears, my soul quakes, a brother nears, my earth shakes."
3375,the storm
3376,the winds are wild the lightning strikes the thunder booms the storm is coming
3377,the storm represents your fears and all that you have run away from they’ve come back for their revenge will you face it or run away?
3378,"run away, like you did before let your friends fall, like you did before or face it, like you should help them, like you should"
3379,"chin held high and heart strong your blood races the lighting strikes, the thunder booms you will not run away you will fight"
3380,the circle
3381,"your moving, but not getting to far."
3382,"the path your on, will cause you no change. but in your deepest dreams, you suffer much pain."
3383,"will you expand yourself, or sit and cry?"
3384,"you want comfort, warmth and hope. and by yourself, it's like catching smoke."
3385,"you bend and twist, you scream and yell. for what can you do when it feels like hell."
3386,frozen to the path.. curse of the circle!
3387,the truth
3388,"the truth is that she doesn't have,  but what she needs to know"
3389,this life she leads leaves so much space  for seeds that need to grow
3390,"what happened then, before this time,  how did it come to be?"
3391,that she would find herself  so hurt and longing to be free
3392,the stories told do not ring true  to what's inside her head
3393,"why can't she live each day with joy,  not such an aching dread?"
3394,when will the past come forth  to show her how it all began?
3395,"till then she grieves in lonesome silence,  coping while she can"
3396,if perhaps...
3397,"i sit here holding deep inside feelings that others wish to hide confide in me, the troubles go but in me they grow and grow. i know i said i could handle it but i wonder as i think about it. my heart screams for sweet release all it wants is the promise of peace the promise i freely give to others can i promise myself above others? i’ll let my promise out to you if you will hold me as i would you. i'll trust you if you will me god please, protect me.  hold me and never let me go but if you do, i want you to know. i never meant to go away my heart released it’s own way perhaps through fear it decided to go. but if that’s it, i did not know. sometimes it acts without me but if so, now i am free."
3398,fear is only in our minds taking over all our time
3399,i awake... from the weirdest dream... i look i realize it wasn’t a dream the car crash i’m lying in the road in so much pain lying in a pool of blood jagged pieces of glass stab pierce me barely staying awake wanting to scream silent strangled in the distance i hear sirens it must be an ambulance everything is going all hazy and black i see blurred figures running up to me there trying to save me i’m not ready to die someone should have told that kid not to drink and drive and now i must die because no one cared to tell him not to drink and drive as i lie here my breath getting shorter on the cold unforgiving road all i can think about is... the blackness coldness nothing can save me now
3400,she walks
3401,"she walks alone in the dark. as she looks back there are sparks. she can hear the whispers,  the steps, the jumps.  she can hear the quickness,  just like darts.  she walks at a pace,  not to fast.  she hears the whispers,  this makes her gasp.  she runs as fast as she can, until she hears the steps again,  a hollow speech hard and cold.  she wants to run but,  it's to bold.  she runs and runs, until she finds,  the sound was the wind,  so she walks again."
3402,truth!!
3403,best of brands
3404,"get that nit comb through those strands, this lice lotion best of brands, nought point nought between the prongs, not short hair, but two foot long."
3405,"look they’re dying, i think we’re winning, eyes all bloodshot, red and stinging. don’t be silly, don’t start to wine, mummy’s got to be cruel to be kind."
3406,"crisis over! what do you think? still got to get rid of that terrible stink. back to school, back to civilization. ready to pick up another infestation!"
3407,fecal farm
3408,my horse is there in front of me clip-cloppin' down the road. he stops and flips his tail straight up and drops another load.
3409,"my cows dump in the meadow, my chickens foul their coop, and flies are buzzin' 'round and 'round eatin' all that poop."
3410,the sheep are out there bleatin'... i gotta' get a grip! the stupid things are standin' knee-deep in their dip!
3411,"i swear on this here farm there's every barnyard species, and each and every one of them is makin' tons of feces."
3412,i'm tired of smellin' livestock. i'd like to take a nap. but i can't sleep 'cause i dream of hogs wallowin' in their crap.
3413,"now my wife is in the kitchen cookin' soup du jour, but nothin' smells real good to me; i'm surrounded by manure."
3414,"my five kitty cats +a268 buster, sparkle, newbie, speedy and then there’s pixie our smallest kitty, one, two, three and four and five, they’re so frisky, so alive."
3415,"sparkle is my number one, 14 years old and so much fun. purrs and snuggles on my shoulder, she‘s getting slow and somewhat older. she meows for water from the sink, i turn it on, for her to drink."
3416,"speedy is my number two, proud and handsome, i tell you! he prances like a little pony, and you know what? that’s no baloney. he guards the others from above, and sometimes gives a little shove."
3417,"newbie is my number three, chubby, plump as one can be. always cleaning, always licking,  he tries to run but his paws keep sticking. he keeps on searching for a hand, to scratch under his collar band."
3418,"buster is my number four, always eating, more and more. loves to snack on lots of munchies, tender vittles and some crunchies. begging, pleading, day and nights. ""give me crunchies, or i’ll bite!"""
3419,green
3420,green is so important because we see it all around it’s up very high on the trees and on the grass that is on the ground
3421,green is the colour of the plants that grow in the south it’s also the colour of a brussels sprout that i refuse to put in my mouth
3422,green is on the traffic light when the cars can go all the green disappears when it starts to snow
3423,the most important thing about the colour green is because of my mother no she is not green it’s her favourite colour
3424,writing utensil
3425,"i marvel my pencil. my special, long, wooden utensil. i just can't keep my hands from it. i got him from a friend, and we've been inseparable since. i admit, i forgot to give him back. however regrets, i do lack. he scribbles my words, when i can't find what to say. he makes my thoughts audible, and in a neat and clear way. if i make any mistakes, he's always got my back. on the end of his long orange body, there's a pink square that's always keeping me on track. though he's marked with the number 2, he'll always be number 1 in my book. i will never over-accessorize him or cause any damage to his look. pens, markers, crayons: they just don't cut it for me. my perfectly sharpened buddy, is all that i need!"
3426,the ballad of the turkey
3427,"as i walked along the road one day kicking up stones along the way, i saw a bird of unusual size who had a large beak and small, beady eyes."
3428,he strutted about and ruffled his wings then he did the most ominous thing. he let out a screech and puffed out his chest i wanted to run from this evil pest.
3429,"as this bird's mighty exterior did appear the inside of my chest was filled with fear. he put one talon forward, the other one next this troublesome bird was making me vexed."
3430,"i then did something that was a great chance. i kicked a stone at him to stop his advance. he then chased the stone, oh joy of great joys! i felt myself one of the luckiest boys!"
3431,"around the corner i ran, straight to my home, leaving that bird confused and alone. don't befriend a turkey (for that's what he was) or he will attack you simply because."
3432,lady gagas dress
3433,i was at home watching tv flicking the channels what could i see lady gaga got an award and as she got out of her seat i was amazed she was wearing a dress made of meat i thought if its good for gaga its good for me i was down the butchers by half past three stood at the counter clothes round my feet i said have you something to fit me that's stylish and neat he held up a chipolata cheeky sod hey this is what i was gifted from god well i got pork chops for pants and rump for a hat turkey trousers and a sausage cravat when he was finished i minced down the street walking on kidneys made for my feet but soon in the heat i started to foam then i walked passed the stray dog home well there was chaos i tried to run as german sheppard pulled the steak from my bum a sausage dog grabbed my sausage a basset my chops it was such chaos i emptied the shops so my friends if a meat dress your tempted to make take it from me its a big big mis- steak.
3434,  
3435,writing block
3436,"i can not write a poem; my brain feels fried. it can do no more. it is as though all my creativity has been trapped, isolated in a room without a door."
3437,"i fell no inspiration, no ideas are coming to mind. and as i hold this pen in my hands i can form no words on the lines. "
3438,when i think i'm finally on to something it quickly leaves my brain. leaving me frustrated and thinking this is all in vain. 
3439,"so i'm sorry if you wanted to hear a poem that surprised or shocked but i just can't give you one, for i have writer's block!"
3440,the horse ride
3441,"taking a romantic ride today, we sat upon the wagon. suddenly the horse lifted his tail and we heard a roaring dragon!"
3442,the deafening sound hurt my ears and the smell burned the hairs in my nose. my girlfriend sat and glared at me. somehow my fault i suppose.
3443,"it was my idea to take the ride, but how was i to know? it really wasn’t in my plans; didn’t know the horse would blow."
3444,"the noise and the smell were bad enough, as the wind blew quickly by. but i think the very worst of it, was the brown stuff in my eye."
3445,"my girlfriend’s face turned angry red. so i figured i wouldn’t dare, advise her of the smelly pieces of horse stuff in her hair."
3446,"the horse finally stopped; my girl ran away, stubbornly lifting her chin. i think that horse was enjoying himself, cause i’m sure i saw him grin. "
3447,"a lesson learned for me today. although i must confess, i laughed so hard i nearly cried as i wiped away the mess."
3448,  
3449,the day i remember
3450,i opened my eyes  i looked to the sky the birds were singing and whistling by my heart got thirst to fly
3451,i stretched my hands and put on my band i got out of the bed and forced myself to go ahead
3452,i walked out of my room and saw a hand with a broom when i looked up i asked my mother what's up!
3453,my mother was in anger in the other hand she took a hanger my mother was like in battle and played with me like a shuttle
3454,it was the month of november which i always remember.:)
3455,  
3456,a night with my lady
3457,"her body glistens in the light i urge to play with her all night i pick her up and hold her steady take a deep breath, we both are ready."
3458,"i run one hand up her long neck just touching her makes me euphoric across her body, my right hand goes i've been practicing, believe me, it shows."
3459,"her body glistens in the light i urge to play with her all night i pick her up and hold her steady take a deep breath, we both are ready."
3460,"another deep breath, the tension mounts have to stay focused, every moment counts i am ready lets get movin' here it goes, we both start groovin'."
3461,"her body glistens in the light i urge to play with her all night i pick her up and hold her steady take a deep breath, we both are ready."
3462,"i start out slow to get in the swing as i do she starts to sing the sounds and feelings grow more immense the movements, become more intense."
3463,"her body glistens in the light i urge to play with her all night i pick her up and hold her steady take a deep breath, we both are ready."
3464,"she screams and screams, while i am gropin' my heart stops as i see the door open my mom walks in and with a frown says, your guitar is too loud, please turn it down."
3465,pet port a potty
3466,i took a walk in the city today to try to pass the time away. saw lots of people walking too stepped right in a pile of doggy doo. i thought for a moment just what could be done to clean up the streets of doggie dung. maybe i'll invent something really super even finer than a pooper scooper. a port a potty for our four legged friends on every street corner where every road bends. then i'll become famous for this awesome invention at the monthly town meetings my name will be mentioned. they'll throw a big party and dance in the streets because never again will there be poop on our feet!
3467,  
3468,after the operation
3469,"so now he has had his eyes done,  and at last he can see,"
3470,"but i was a bit worried,  what would he think of me?"
3471,"you see, he hadn't seen me,  out of two good eyes,"
3472,"would i be a total shock,  or a nice surprise?"
3473,"he said ""my god, you are almost grey,  you're eyes are much too small,"
3474,"you are old and fat and ugly, i'm not impressed at all"""
3475,"but as i sat there crying,  i suddenly noticed that---"
3476,"he wasn't looking my way, but talking to the cat!!"
3477,so yes i think he's very pleased  with all that he can see
3478,"he thinks every thing is lovely,  and that includes me!!"
3479,smarter than him
3480,"i locked my brother in a closet t’see what he would do. and jus' before i think he lost it, he thoughta something new:"
3481,"“ha-ha!” he said—i thought, “oh, dear”— “you know, i think i got it! i’m not locked insida here, i locked you outta the closet!"""
3482,"“nuh-uh!” i said; he disagreed, so i opened the door on a whim to prove, before he made me bleed, that i was smarta than him"
3483,picture perfect
3484,"she stood there by the ocean, the breeze gently lifted her hair. of that seagull just above her, she was totally unaware."
3485,"seemingly floating in the sky, the seagull’s wings were still. i think it paused to take good aim, and drop a mess at will."
3486,"too late she looked above her head, where the seagull hovered now. then as i watched in horror, bird droppings hit her brow."
3487,"her scream pierced the balmy air. splat! the stuff hit her face. then she saw my camera and me, and stomped off in disgrace."
3488,monkey in the middle
3489,"there once was a monkey in a city’s zoo, who dreamed of the outside sun. he did like hitting kids with poo, but he felt that that’s been done."
3490,"so he climbed out in the middle of night,  and explored through the cities streets. he stopped when it was turning light  and felt he wanted to eat."
3491,"that poor monkey needed cash  to afford his exotic meals. but his stomach led him to the trash, where he ate a cube of butter and apple peels."
3492,"if he wanted to eat, he needed a job, to pay for the food on his tummy. so he asked many snobs, but each time he left without money."
3493,"he tried to be an actor, but found out he couldn't sing or cry. he had the smarts to be a politician, but found out he couldn't lie."
3494,none one wanted his application. no one gave him a chance. some were scared because he was from another nation. other because he didn’t own pants.
3495,"he only found one job,  that paid food and shelter instead of wages. all he was asked to do, was to sit inside steel cages, and dream of the outside sun."
3496,little birdy
3497,i saw a little bird today  sitting perched next to my bed she was singing such a pretty song i was thinking in my head so i sat and listened for a while calm as can be and quite still till she flew away and perched  up on my sill
3498,she continued singing a different song louder than before curiously i watched her  and started to get bored i thought to myself i am tired still and want to go to bed so i took my pillow sleepily  and covered up my head
3499,i waited a while and removed the pillow till i saw she was still perched on my window sill i started to turn red i got up to slam the window closed and turned to go to bed  when i saw what i had done  the little bird was dead
3500,where there was triumph and happiness  guilt was replaced instead  for in my eagerness to go to sleep  i crushed her little head
3501,  
3502,a dieter's despair
3503,"oh my soul, be thou quiet this is not 'another diet' just a program of exchange though some things do seem strange"
3504,raw vegetables and 'brock-o-lee' does not sound too good to me lots of tofu and bean sprouts while my empty stomach shouts
3505,the meaning here is quite plain; this program is designed for pain someone with anorexia planned a program that tastes like sand
3506,"my hands are sweating, my soul is dreading i must keep this thing from spreading my only hope, the paper shredder it finally made this diet better"
3507,the greatest accessory of them all
3508,people care to much. how their hair looks or their clothes. they don't care about what matters the soul
3509,the soul is what truly matters that thing that is deep inside. the soul is always fashionable  no matter what the season is.
3510,the soul is something that changes color a million times from when you are born to when you die. my soul is yellow today  because i'm happy inside.
3511,on thursday my soul was green for i envied another girl.
3512,the soul is by far the best accessory you can have. and that's what they should write in the magazines.
3513,what a life!
3514,"i once applied for a life online sadly however, i was declined they told me i was not eligible so i wrote them a letter to complain they sent it back, it was not legible so on with my search for a life this has given me a bit of strife i don't have enough money or any good looks i can't paint a picture or write a book i can barley chew gum and walk at the same time i can even be quiet enough to become a mime i once asked a professor where to find one he directed me straight to an insane asylum i can't play the drums or even a fife i guess i'll have to re-apply, what a life!"
3515,a boy named sue
3516,"well, my daddy left home when i was three, and he didn't leave much to ma and me, just this old guitar and a bottle of booze. now i don't blame him because he run and hid, but the meanest thing that he ever did was before he left he went and named me sue."
3517,"well, he must have thought it was quite a joke, and it got lots of laughs from a lot of folks, it seems i had to fight my whole life through. some gal would giggle and i'd get red and some guy would laugh and i'd bust his head, i tell you, life ain't easy for a boy named sue."
3518,"well, i grew up quick and i grew up mean. my fist got hard and my wits got keen. roamed from town to town to hide my shame, but i made me a vow to the moon and the stars, i'd search the honky tonks and bars and kill that man that gave me that awful name."
3519,"but it was gatlinburg in mid july and i had just hit town and my throat was dry. i'd thought i'd stop and have myself a brew. at an old saloon in a street of mud and at a table dealing stud sat the dirty, mangy dog that named me sue."
3520,"well, i knew that snake was my own sweet dad from a worn-out picture that my mother had and i knew the scar on his cheek and his evil eye. he was big and bent and gray and old and i looked at him and my blood ran cold, and i said, ""my name is sue. how do you do? now you're gonna die."" yeah, that's what i told him."
3521,"well, i hit him right between the eyes and he went down but to my surprise he came up with a knife and cut off a piece of my ear. but i busted a chair right across his teeth. and we crashed through the wall and into the street kicking and a-gouging in the mud and the blood and the beer."
3522,"i tell you i've fought tougher men but i really can't remember when. he kicked like a mule and bit like a crocodile. i heard him laughin' and then i heard him cussin', he went for his gun and i pulled mine first. he stood there looking at me and i saw him smile."
3523,"and he said, ""son, this world is rough and if a man's gonna make it, he's gotta be tough and i knew i wouldn't be there to help you along. so i gave you that name and i said 'goodbye'. i knew you'd have to get tough or die. and it's that name that helped to make you strong."""
3524,"yeah, he said, ""now you have just fought one helluva fight, and i know you hate me and you've got the right to kill me now and i wouldn't blame you if you do. but you ought to thank me before i die for the gravel in your guts and the spit in your eye because i'm the guy that named you sue."" yeah, what could i do? what could i do?"
3525,"i got all choked up and i threw down my gun, called him pa and he called me a son, and i came away with a different point of view and i think about him now and then. every time i tried, every time i win and if i ever have a son i think i am gonna name him bill or george - anything but sue."
3526,messy room
3527,"whosever room this is should be ashamed! his underwear is hanging on the lamp. his raincoat is there in the overstuffed chair, and the chair is becoming quite mucky and damp. his workbook is wedged in the window, his sweater's been thrown on the floor. his scarf and one ski are beneath the tv, and his pants have been carelessly hung on the door. his books are all jammed in the closet, his vest has been left in the hall. a lizard named ed is asleep in his bed, and his smelly old sock has been stuck to the wall. whosever room this is should be ashamed! donald or robert or willie or-- huh? you say it's mine? oh, dear, i knew it looked familiar!"
3528,the tyger
3529,"tyger! tyger! burning bright in the forests of the night, what immortal hand or eye could frame thy fearful symmetry?"
3530,in what distant deeps or skies burnt the fire of thine eyes? on what wings dare he aspire? what the hand dare seize the fire?
3531,"and what shoulder, and what art, could twist the sinews of thy heart? and when thy heart began to beat, what dread hand? and what dread feet?"
3532,what the hammer? what the chain? in what furnace was thy brain? what the anvil? what dread grasp dare its deadly terrors clasp?
3533,"when the stars threw down their spears, and watered heaven with their tears, did he smile his work to see? did he who made the lamb make thee?"
3534,"tyger! tyger! burning bright in the forests of the night, what immortal hand or eye, dare frame thy fearful symmetry?"
3535,  
3536, 'twas the night before christmas 
