,TEXT
512,dance of terror window panes come crashing down amidst the tears and pain vanishing hopes are gone and flew away up above through twilight shadows cast across the floor reflections of the past trembling thoughts of one dwelling deep within the soul a mystical sense of reality captured by the craze all in bewilderment of the shock in the wave creatures of the dimness chattering amongst the green everything slows in stillness what is this we see?  
513,"my father, my son as a son i lost a father,as a father, a son -if the choice was mine i'd rather had not lost either one.i do not know where i come from or where i am to go.true, this fate is less than some and more than some can know.my father, my son - you both i miss but we shall meet someday in the kingdom where angels kiss to chase the clouds away. "
514,"surprise! surprise!i dreamt death came the other night and heaven's gate swung wide;with kindly grace an angel came to usher me inside.yet there to my astonishment stood folks i'd known on earth,some i had judged as quite unfit or of but little worth.indignant words rose to my lips but never were set free;for every face showed stunned surprise no one expected me! "
515,"this morning’s surprise this morning’s surprise is how much i’ll miss rail travel.the green fields looming up and falling behind,the milky tea wobbling in a plastic cup,the engine’s steady vibration.this afternoon’s surprise is how many shades of red there are,each one sitting in a room of its own, dense in meditation.each one a field of conflict, a medium of conciliation.this evening’s surprise is not that the novel ends in a desultory return to the working week -loose ends trimmed and tucked out of sight -but the ferocity of my recoil at the author’s glib contrivance.midnight’s surprise is lorca’s moon floating over hackney full-faced, round-eyed and speaking spanish."
516,"i hate poems user img i try to write a poem,but poems are too hard rhyming is for losers and airy-fairy bards to put a pen to paper and write about your life i've had enough of all of those,they only cause me strife free-verse script is awful,for fools without a beat repetition's far too simple just repeat, repeat, repeat those lovey-dovey ode-things,that wishy-washy crap and poems about hatred,you all deserve a slap spare me all your ramblings,i don't care how you feel your self-expression surely stinks of mouldy day-old eel to tell a tale of wonder never ceases to be trite to sing of magic wonders is nothing but pure ****e your metaphors are useless,your imagery is vile your sense of diction makes me gag,i cannot stand your ""style"" so save me your quotations,please spare me all your rhyme shove that poem up your rear and cease to waste my time  i look at what i've written,this jumble of clichés looks like i wrote a bloody poem so i'm the one to blame!"
517,"this will be the last time i currently drown in a black sea of a swirling abyss,as you mould me to how you see fit --to how you wish me to be.you can’t hear it, but i’m screaming on the inside.it’s been days, but feels like it’s been years. i’ve become used to so much torture that my lace fringed heart stopped breathing.now the empty shell of a woman only remains,but you’re pleased with what you’ve done,as you marvel at the girl you destroyed. now once that coppery sun has set,i shall seek my deserving revenge.with all the hurt and anger i have bottled up you won’t make it out alive;you can count on that darling. the last thing you’ll see will be my charcoal eyes and the psychotic harlequin smile i don.be sure that i will rip out your ugly heart with my bare hands;staining and tarnishing their porcelain finish.this will be the last i waste my time on you.with hugs and love always,"
518,"sorry, my mask fell, what emotion was i wearing?since the day i was born humanity always hated me anytime i accomplish something the critics always slated for free speaking of this weak flow and of each illiterate rhyme always hearing ""last in show""so i retained every word of mine...but, look at me now, every rhyme will be sublime and this flow of corrupt power runs the show so now they call it another crime to express the feelings i don't know to write emotions in lifes spare time and for each new critic who trys to dictate another tear sheds, emotions slow defenses shatter, breaking i let go.wake as essence torn asunder under bright stars minds obscured in this black i call mine mental blacklists entwine with physical scars losing control waiting for god's loving light to shine stepping forward, critics rejoice, with headlights and black cars                                                                "
519,"here is hate-prejudice which thinks ill of others and there is love-prejudice which thinks well of others without sufficient warrant. it's your choice, practice hate-prejudice or try god's way with love-prejudice. is it worth the argument?"
520,"gone and forgotten  rotting away like time and wear i become frail like wilting roses yet they walk on by without a care and no one even supposes.   another page, another turn but time after time they are blank and then my edges start to burn in place of where my heart sank.   i sit alone and decompose simmer out like a dying light and despite the poetry and the prose i slowly loose the fight.   now just a pile of cinder and soot i am swept to a corner to lay swept by society's heartless foot with nothing to feel and nothing to say.   slowly over time i start to disperse and blow away in specks of black and in this lonely pathetic verse it's too late for you to take it back. "
521,"the inevitable end coming sooner than expected tell me one reason why i shouldn't do it jump from this building or tighten this noose swallow these pills,or cut at my wrist,why shouldn't i?life is a ****why should i ""deal""?or try to get by when all that i get is for me to cry it can be over, ended, and done if i jump, or i can be hung my stomach is boiling with the vile of society the cause for this bile coming out of me for my image, does it matter though?we all look the same when we meet our fate"
522,"night flights  i'm closer to the night sky than to the earth below me here amongst the peaceful stars whose dazzling lights enclose me i've sat upon the crescent moon spoke of many wishes and dreams i've watched the glow of shooting stars fall down in spiralled streams i'm sure i saw the spherical shimmer of other planets far beyond here i sent subliminal thoughts to them in the hope that they would answer i cried tears of loss and happiness for loved ones who breathe no more i miss their presence in my life and the times we shared before i know that with times passage hope will slowly flower and grow i feel its touch within my soul warming me and making me whole i've spent many a night flying free adrift in heavens splendour i'll stay in this velvet blue haven until the sun, my soul awakens "
523,"night flights  i'm closer to the night sky than to the earth below me here amongst the peaceful stars whose dazzling lights enclose me i've sat upon the crescent moon spoke of many wishes and dreams i've watched the glow of shooting stars fall down in spiralled streams i'm sure i saw the spherical shimmer of other planets far beyond here i sent subliminal thoughts to them in the hope that they would answer i cried tears of loss and happiness for loved ones who breathe no more i miss their presence in my life and the times we shared before i know that with times passage hope will slowly flower and grow i feel its touch within my soul warming me and making me whole i've spent many a night flying free adrift in heavens splendour i'll stay in this velvet blue haven until the sun, my soul awakens "
524,"in his hands in his hands i feel safe no harm can come to me for he holds me to his breast and whispers ""i love thee.""in his hands there is love this gift he gave to me it is this gift of love that set my spirit free.in his hands there is life i am not alone he met me there at heaven's gate and softly said ""come home.""i am sorry mom and dad for leaving you so soon even though i'm in his hands he is there with you."
525,"sunspeed i feel my mind drifting drowsy now as dawn draws near.the shift in season means i'll soon be gone, i fear.i feel my body tire while my spirit soars on higher.down my face there rolls one lonely, laughing tear.and oh, i hope the sun shines bright today.its shining spectacle will send me on my way.seems i've seen it all in a dream i know it's closer than it seems.for i've lost the urge to hideaway.there's no need to wander now;squandered too much anyhow and failed to find a thing i'd keep.perhaps true patience lies in lasting sleep.and oh, i pray the sun shines bright today.its light will speed my flight and guide me to my grave.the dream's come clear now, it calls to me,""run through the woods, boy and to the sea.only there shall you be saved.""and blazed upon that forest floor there is a path i've walked before which wildly winds then finally finds the shore.i'll watch the waves until they crest then calmly lay these bones to rest.just another shell upon the sand forevermore.and hey, look how the sun shines bright today!poised on the horizon its rays riding every wave.such a lovely sight to see.think i'll take it away with me.to wherever it is i'll be."
526,"christmas 2008 -- a gift it is christmas soon.red and green and white on display.cookies in jars; fruit cakes on trays;presents secretively wrapped, betoken with beloved names.christmas carols resound.joy glitters in eyes. sorrow flares up.fanfare cannot hide facades. the needy becomes more needy. melancholic. withdrawn.or reach out, cutting the crust of indifference.even those forgetting the real present,are inevitably embraced by the warmth of love.at last i found the bread basket liners i was looking for: two red cotton squares,the only two in the shop, but part of a set of four, of which the other two disappeared.no, madam, we may not sell those -- the set is incomplete. oh! but to me it is complete! i want only these two!will you please ask the manager if i may buy it?i asked this with such hope. over a distance i saw his friendly smile while the attendant spoke to him.he caught my eye, nodded, and grinned.the attendant smiled too, when she reached me:madam -- with compliments of the manager:your christmas present!i waved at him, answered his grin, and nodded too. joy to the world! our smiling eyes signaled. back at home kitkat, a true christmas cat, looked at me with a clear, knowing gaze:it is christmas ... and his love  is in the air.our greatest gift."
527,"upon hitting the wall. . .where the still water gathers the peace of clear skies --after the tumbled traipse,rock and rill rollick --mountain face carving in creative haste, all the youth of creek falling and stumbling ‘cross stone and branch in frothy dance,this place of solitary glance‘neath the cool shadows of leaf near the fern and moss green mist.when i’ve lost my path amongst the wonders of love and bedazzled by mysteries beyond my grasp --my poetic voice, a memory scratched upon papers, bound, to show where once my wonder pranced.emotions caught in lyrical beat.i let myself be led to this source,this place of infinite relief.my aches pulse stilled, frustration shorn the inner cacaphony -- want and need --my children, clutch and grab at who i be,finally close their eyes, allow the mind to slumber.the inner ear within the soul becomes alert waits with surety for the truly  promised gift. the pond, bequeathed, unstirred by ripple or run becomes a reflection of the source --all gifts, mine since birth, wait for what’s to be heard.the small still voice, we all seek,makes clear, without herald of storm, awakens the creative seeds to flourish and grow where i had only seen barren loam. now reborn to the world’s harsh clatter,i am healed and whole where once wounded and shattered. my words,dried and dusty, sere, squeezed to no meaning,once again, trumpet joy, are cups rich in flavorful meaning to unclench the throat. walled with a cell, caught by my own humanness, tossed and torn by competing needs -- i know i have the strength from the primal spring that love's me and has my constant thanks.join me, upon the banks of this clear quiet pond, listen as you are imbued with serenity,for the voice with which miracles blossom.whether recognized or not, you will be eternally changed and gifted for the time you have spent upon this spot. "
528,"peaceful abyss join me in this simplistic environment.immerse yourself in the sweet nothingness of this paradise. allow the cool breeze to blow past your worry-free mind.take my hand and embrace this feeling as we close our eyes. like a dream it seems, while we slowly float above.let’s savor this serene sensation.we'll bask in the dimming sunlight as the day evolves and we nurture our current elevation.hold me while we observe the graceful flight of the souls of the sky and we witness the harmonic image of the lively sea spirits.let your contentment seize control as we lay here, listening to the subtle whistle of the calm wind.sail away with me in the depths of euphoria. let's embark on this beautiful journey and we'll slowly descend.stay with me while we free-fall into my nirvana.we'll share the wondrous flavor of bliss and feel the touch of pure tranquility,"
529,"rejuvenation is here!alone, perplexed beyond all solace you saw in the misted mirror as a red-eyed teardrop fell from the drip-pad of your soft cheek to land like a pearl in the palm of your hand right on your heart line..... unexpectedly the pearl turns to gleaming gold with all hues of rainbow before exploding without any shock or any force transporting you to a heavenly place..... under clear azure sky without a cloud in sight wandering through freesia vales and cyclamen dells scented piquant with pinks, yellows, and purples,lilting with rich robin syllables and warbley nightingale trills and edged entirely by magenta gobuleted magnolias each chalicing wine of enchanting to be alive!above blaze of flame of sweet wafting azalia blooms a fabled river enchantedly runs...... with droplets like sun dew every ripple scintillates with hue that magical mix of pure sunlight with pure water that glows with spontaneous fuse so you take off your shoes like bathing in champaigne the water is bubbly and warm dispersing all worldy worries making you feel lighter than a feather and you float peaceful as gossamer laying on your back in the spa of the water's form...... elegent damsel flies and butterflies luster even more wonderful hues as the kiss of air from their wing-beats feels almost angelic on your skin!while waters sun-spangled ripples scintillatingly and safely pass completely right through you making you feel utterly refreshed,buoyant, pristine, effervesced!infused with vibrant health re-youthfulness returned you to your most zesty, mirthful best..... as sun-dappled scintillas dance an entrancing dance on the trunks of the magnolias reflected from the streamy ripples projecting the lowering sun,and as humming-birds and shimmering green bees head off to roost you leave the water to go home yourself.... after pausing under the saintedly natural cathedral of a large green weeping willow to whisper within it's echo an appreciative prayer to the great creator of all natural bounties then....whoosh, you're back at home! but you'll remember this place and come back here again to be at one with your maker and all that's lovingly made......you'll know just when to return probably reminded by raindrops or whenever next you hold a tears pearl in your hand! "
530,"bridge parched earth crumbled at the slightest touch.roots shriveled, fruit rotted,fissures formed--chasms ached with thirst. your love seeps into my soil;breaches heal, roots swell--i burst into bloom. wind whispers forgiveness,limbs shiver with joy.your colors kiss my soul--we breathe a bow of peace."
531,"peace the world together the world’s heartstrings, should strum in harmony,where oxygen longs only wars to cease.blessed are benign souls who bestow beauty,as mindful poets, weave love's masterpiece. such sweet quintessence, like stars in a row,where some stand, hand in hand, out of the blue.let's unleash peace, a path we need follow,revealing rapport, our worlds never knew. like starry lightshows, of lucid night skies,sparkling in unison, where silk songs play.diplomatic minds, be still and think wise,let’s learn from history, starting today. dreaming of all life, where we can share rain,where souls can feel warmth, healing in love's light.embrace peace, after long eras of pain,so new generations won’t fear the night. may friendly smiles fill souls with gentleness,living anew, this peace our lips profess."
532,"spill your peace lead lost sheep through vale of fear, where raging storms threaten to tear down fence of safe haven.spill your peace upon barren deserts torched by horror of war lighten our hearts heavy with regret,gather restless in your gracious embrace."
533,"the real victory!kings, presidents and chiefs rule the world with the people’s fear;making law at their side, so they’ll keep ruling the world from their comfy seats.  mastering the language of wars and hostilities,nothing to lose, just send armies to the battlefield!freedom, justice and independence,these concepts in politics are just theories  oh peace, will you ever be here? i’ve never seen you in this sphere,i’ve just read about you in the myths.but i know that one day, you’ll be real.they’ll see people screaming ‘’ cheers ‘’,as to celebrate the victory they have achieved .now all i got to do is write this rhyme ,and wait for someone to understand what it means.wait for people not to be sheep,and for societies to wake up from their sleep;so as to push hierarchies down to the deep.that’s how our kids will know the truth peace. "
534,"where there is love where there is love there is life regardless of strife where there's desire there's a way where there is sun a hopes ray peace is present each day where there is hope there is light warmth lifts, renewed height when we open our closed heart when we search for a fresh start peace will find a way where there's kindness there is love all greed climb above where to give we don't dare where walls fall, naked bare true peace must stay where there is god there is fate surplus love, less hate when his heart opened to give when we may love him and live in peace i pray"
535,"vigil there is a magical peace in watching you sleep that’s not unlike the calm surrender of quietly observing a meandering river as it slowly wends its way down its muddy banks past reeds and grasses on the marshy shore to somewhere new and heretofore unknown the current, steady as your unconscious breath moves through the cycles of your mind bringing you respite from the troubling stream of consciousness and pulling you down to a course of dreams where i like to think of you like that warm brown river flowing gently into me you lie so quiet, still your breath bidding me closer like the river beckons the thirsty to drink would that i could drink you down so you really did flow through me quench me and bestow on me your peace"
536,"surprise surprise surprise""my honey's a ""gem"" and he pampers me and promised his love eternally.valentine's day was coming our way--what beautiful gift would i see?the day broke clear that early morn.i expected a package with bow adorned.but, woe is me!no gift did i see!~i was feeling so sad and forlorn!my honey had a ""smirk"" on his face as he took me into his embrace.he said, ""close your eyes--there's a big surprise!""i balled up my fist, just in case!blindly, i was led to the lawn while i kept asking, ""what's going on?""he said, ""wait and see--i'm sure you'll agree--all your worries will soon, be gone!""alas, i became so excited and my inner-fires ignited!i felt so elated and anticipated that i would be so delighted.slowly, i opened my eyes and much to my surprise--what did i see in front of me ??a ""clothesline"" with all it implies!now, the laughter filled the air!i didn't show signs of despair.i took control and embraced the pole--he'll soon, have ""starch"" in his underwear!"
537,"surprise surprise pretty surprise oh boy, a brand new slate you're all in for a huge surprise, just wait you thought i had money before?now i'll be sweating money from my pores this is just in time seriously i'm on cloud nine!"
538,"surprise, surprise surprise never know whats in store for me for today,doctors or patients,ear pain, back pain or stuffed throat?"
539,"surprise, surprise!!when you started talking to me again yesterday,it took me by complete surprise.i didn't know what to say really, i was in total shock.i still am even after reading the whole conversation again. you seem to have had a change of heart, but i'm not sure why.i'm glad that you did though, because i missed talking to you.maybe you realized that i had no part of it,that it was all just a misunderstanding.i still can't believe that you wanted to see me before you left,after telling me not to talk to you any more.then to see the words ""you can call me some if you want."",has just really blew my mind!i'm still not sure what to think of it all,i guess you can say that i am kind of confused.all of a sudden here you are saying you want to chill with me,after telling me that you had changed your mind about anything else. you acted just as interested as you did before,so i can't help but ask, what's up?have you changed your mind, had a change of heart?i sure hope you have, i had high hopes of it being more.so i don't know where this will lead,i have to wait a while to see because you have already left,but i guess only time will tell!it is really up to you though, my friend."
540,"surprise, surprise i called you once and you didn't respond even though you specifically said to call you sometime.okay, that's alright, maybe you were busy or didn't hear it.  either way, maybe i should try again later...again, nothing.  alright, i'll leave a message,even though i hate having to talk to a machine.i'll call sometime tomorrow.once again nothing, maybe you're ignoring me,maybe i was wrong to hope that you and me...forget it.okay one more time, yes you answered!you'll be coming down later?awesome, great!  i'll be waiting.and waiting.  and waiting.i'll go watch tv.what? you were here?  when?  you just left, no no!okay, i'll try again.  no answer...the next day, no answer...one more time, nothing... maybe she doesn't like me after all.  curse that god damned hope.  it got me again."
541,"surprise, surprise one moment can tell a story for years, passed down with twists and turns... but no matter how many distortions are made, it is the original that is truly yours. 'twas the first day of school, such an interesting day, i walked the halls nervously a lack of words to say. turning a corner, i look up and around:a teacher asks a boy for his name, i myself shocked by the sound:the name has been spoken and time seems to stop; i look up at the boy in confusion and feel my jaw drop. no way! is it really him?you? he? that guy?the one i thought lost now returned, how? why? was he not gone for such a period that i'd thought his return unseen:now this even is so abrupt! it happened so quickly..."
542,surprise surprise.we're best friends you & i but i love you and your brown eyes just a boy and a girl never torn apart afraid to date afraid to start never felt like this never opened up my heart till just lately now i know wasn't smart you told me before we'll be together soon but today you changed your mind now everything seems ruined i don't know what to say my face a blank stare tears flowing out my eyes life really isn't fair you say you can't lose me and you didn't want to hurt me but there was no way around it now i ask you to let me be i need time to let you go i need space so i can think i'll never open up my heart again for it to only sink your still my best friend i'll always wish we were more but i respect your wish tho my feelings were tore.
543,"an 'elegy' for irony by glen martin fitch sharp trickster,how we loved to watch you tie our muddled minds into a knotted maze.your jests and jokes did twist each question,""why?""till heart and head were drugged in deadly daze.wise cynic,never have you had such praise for tense distortion,farce and helplessness.with hope abandoned,darkest night betrays""dead"" land,""dead"" minds and only death to bless.and yet in spite of lethe,i must confess my heart still beats and wiser have i grown,for,while i have no spirit left to guess,i know the constants even you have known.and so if queer queens love and scapegoats die won't spring reveal the truth of every “lie”?"
544,"aquamarine butterfly by nina gabriel aquamarine butterfly by aquamarine waters of my kingdom,surrounded with splendor of treasures of my creations,in a hard shell of a crab, i was sitting and contemplating on my life’s journey,one day, as the golden rays of the sun touched the earth,the silky threads of my cocoon passed through my heart,thus illuminating my spirit, warming my body and soul.and as the night sky touched the earth,by the silver rays of the moon i was transformed into a butterfly,keeping the color of my kingdom of aquamarine colors i spread my wings as far as i could;two golden threads connected me to heaven from earth leading my path.and as i was transformed into a butterfly and given the wings to fly,and fly i did, as far as i could see.on my paths i discovered many places and many souls,some went along with me, some stayed behind to discover their own paths.my journey is not over yet, it seems that it has just began, once more,and this time around i plan to fly even further,spreading my wings far and wide, travel to different lands,sharing the splendor of my creations and gifts with the whole world,meeting the souls that are transformed into butterflies as well,this way we may all spread our sparkles of love and light,illuminating the paths for the rest that plan to follow us,on our souls’ path of the life’s journeys with love and light in our hearts.so you too, if you been transformed into a butterfly as well,come and join us on our flight to freedom through love,because this way we can all create beautiful heaven on earth and in our hearts were it all began."
545,"believe your heart by sweta leena panda sometimes people says don’t make wrong choice you will be forever alone however i believe no choice make me alone until & unless i want no doubt my tears are dry now& it’s now like river without water still my eyes are live who says many things?no doubt i hide it like the hidden treasure no one can open it because i lost the key of my treasure knowingly i believe if a person understands it without saying anything he/she truly loves tear may fake, however eyes are true always sometimes words may fake however heart is true always never judge a person by their words judge them by their heart because heart is a like an open precious treasure where you find many things which you never know try to steal it, as it is very precious always believe the words of your heart because it will never ever cheat you it always tells love & care for everyone however never ever take the words of everyone granted sometimes when we really need help these people become good spectator & listeners start saying about you without knowing  the story of you no person is copy of another so how people commenting others stop discuss about others if you can’t help others,at least don’t pull their legs down "
546,"branches by ivy page if i knew that those sunday-school stories i heard would become a ball of uncertainty rolling around inside me,if my parents hadn’t kicked me out for dating the youth pastor wannabe,and i hadn’t moved in with the married lesbian.if the married lesbian hadn’t decided to divorce her husband i wouldn’t have ended up living in athens, georgia where i would, in the span of a week discover that my boyfriend was cheating on me, miscarry our baby, and get mugged.if i hadn’t moved in with my ex-boyfriend’s mother after that and then in with a distant cousin in milledgeville, georgia where i would find my perceptions altered by practicing the loss of time through smoke and mushrooms, multiple partners and practicing being good enough* at karaoke. or if my drinking buddy hadn’t said that the guy running the karaoke night was gay, so that i challenged — i would bet her a beer that i could get him in the sack, and if he hadn’t asked for my number that same night only to tear it up a week later because i turned him down because i was still only seventeen and wouldn’t be let into the bar where he wanted to take me dancing. and if the drummer in the band i sang for hadn’t done twelve shots of white lightning the following new year’s and then urinated on me in bed because he was in diabetic shock, and if i hadn’t covered the shift delivering pizzas for the girl i worked with, and if i hadn’t gone to the party, where the guy that ran karaoke read poetry, and i sang bad imitations of janis joplin—then i wouldn’t have ended up in place of eight month snows,married ten years to the guy that ran karaoke, and i wouldn’t be watching our two children recreating games of hopeful daisy chains, and animal clouds. and if we had chosen any other branch?* “good enough” sarah mclachlan** after w.s. merwin’s “one of the lives”from: any other branch"
547,"myself some call i m crazy some say i m sick i think it’s freedom however ,it helps release the pain that i go through every day feeling like everything's wrong i want to escape from my sadness however now i m looking forward i no longer feel like a coward any challenge put before me to stand and face it any blessing waiting for me to try and take it although almost brought tears however i promise i’ll never cry even if the battle seems lost never die although adversity is long humanity stronger"
548,"ourney of a day our days begin with sunrise & ends with sunset often the days are seem useless, pointless we don’t think they matter but they do everything that happens has a reason the truth will be revealed in due season our life is a journey that we must make a road, a path, which we must take our course is never easy the stakes may be high we should not let our life like the leaves in winter life is a poem where we write our story everyday life is a game which we must play through trouble and disaster we never know what we will get our hand is not always get what we want we always learn a lesson of hearts and minds is taught however from the failure we should not walks on a street of hopeless & blind sometimes we find the face with in the face which hurt us most of the time?still we always expected to act like the world is as beautiful and clean if we struggle let it be with hope for things we wish to see so in every day let’s find you, knowing the world for its reality …+a184"
549,"let go..a185let go, a truth so bitter;let go, a wound so sore for nothing in life is permanent;and 'change' is the only constant !let go, a hidden drop of tear;let go, a secret concealed & obscured for a day that follows the night without remorse;from a grappling 'dusk' to a delighting 'dawn' !let go, the mask that covers your identity;let go, the shield that safeguards your dignity'coz, you are the betrayer, the only traitor;who can deceive others but the real 'you' !let go, the profound pain that agonizes you;let go, the sinful urge that torments you for 'time' alone is the best healer;like a 'boon' to mankind in disguise !let go, the evil neighboring you;let go, the devil inside of you.your overblown 'ego' & overstated 'attitude'limitless idiosyncrasy & eccentricities!let go, your fear, hurt & resentment;let go, broken promises & hollow commitments.for life is too petite to brood over 'insignificant issues'like grains of sand; waiting to be eroded with ceaseless time !!!!"
550,"let us pull, pull the boat+a186let us pull, pull the boat,young man…away from the waters safe on to land just the while perhaps till the morning and pull, young one…take a deep breath and pull…generations have worked and gone past exertion and into a discovery of inner strength and a sudden illumination perhaps of the resilience within…feel and pull - see, there’s the boat and you and the forces and the ground and there’s much within you…there’s the mark of the effort in your mind as footprints in the sand pull, young one…safe to land – a little more and a little more…and we are come to completion, and you will see within yourself where the struggle, where the living and all these days of our lives between earth and the oceans begin and end…"
551,"shining armour a chest of metal, an eagle’s vision a teeth of sour girdle, an insight of taught mentions a plunging foot, a never dragging heart there a princess stood, but never a hint of look or any dart scorching suns were braved torenting skies were naived dust like a life stuck up in every breadth but the bronze turned skin shows his worth of every mile a sweet child’s look, an outsmarting tangle a heart wrapped up in pure satin to be lent, to without crave given... to the bronze man in the shining armour a metal built but without any doubt, human emotions he felt a mask of ignorance worn,a mask of love that was thrown days of blooming flowers, ages of moving clouds a touch of line upon the princess’ radiant skin shone a wage of a tower, but yet never held any power...his people mattered most he splattered wars of brave ones gone, yet he seemed as strong as sun but just as unique and lovely he was a gray tress came along, but never did the princess show a sign of crave w+a185ithdrawn she gazed and withheld the a184heart that was never given to hold neigh a quarter century but seventeen years of doom stay who says, every living moment was a precious day until a battle came, the same messenger to call them away the torrent warnings and swords flocked,the persons in numbers, they were all brave soldiers that flocked a life’s battle…so long will take maybe a fortnight or until the next full moon day her heart leapt just like it had for every rage in these seventeen years she crouched; she leaned to have the clearest view of her bronze man in the shining armour he was at his point’s sharpness, a heart of rage and a love for his men unmeasured a triumphant eagle’s scowl thrown a way to the highest he has never known but a look of gracious melodies, everlasting charms made a flash he turned to the tower, where he knew the princess stood and gave a look into her eyes and then to the skies as he always did a pleasure of pre-victory to have earned the world’s most precious gem but a look of plain bravery and everlasting plight but less did he know this would be his last sight with a brave leap onto his trustee he rode off... into the land of wilderness into the air of plain aura thus she held... thus she will tell...that this is my knight’s shining armour"
552,"the day i may never see tomorrow,there's no written guarantee,i don't seem to understand,however i know who hold tomorrow,the great power, which shows me light every time i walk besides him, for he knows what is ahead,and things that happened yesterday belong to history,i cannot predict my future,i cannot change my past,i have just the present moment,i must treat it as my last,i must use this moment wisely for it soon will pass away,every step is getting brighter as the golden stairs i climb.every stars getting lighter,there the sun is always shining over my head,so there no fear for dark,i feel like touching the rainbow after a heavy rain,still i don't know about tomorrow,it may bring poverty,however i have faith upon someone,the one who stands by me,and path i follow & his presence always helps me to look forward,so i thanks god with humble heart for giving me this day,and his great blessing over my head..."
553,"a dream girl before i have too much expectations for a girl.she must be smoking hot and very beautiful.she must be conservative, educated and rich but i now realize, you can't  have a perfect match.i was looking around the city patiently waiting for a real love to say,""come, my baby. marry me.""but i now realize, you can't buy or borrow love.i was a fool when i didn't notice a simple girl who made me happy every single day.she took away my loneliness and put a big drill into my closed and selfish heart."
554,"a big idea?by satish verma satish verma the moral dilemma was unlearning. less than truth. downgrading the- branded witch. vaccine was spawning new virus. o buddha, why did you started looking beautiful and began sitting in a living room? trailing the smoke i was going to find the- burning home. what were those intimate- words of unthinkable dirty secrets?"
555,"dying rose...by anselm vaz i found a rose, not red to see.its pettles with blisters crumpled down.it looked at me with a dead smile.uttering drops of tears and silent shivers.no speach to define, the pain and plunder.thinking of the past ectasy.taking sometime to survive.in the dark sunshine,with no glittering light to see.oh! how was it picked by the lover winds,and stamped by foreseen legs.the wounds so deep, can't be healed.the plunder pain, can't let it sleep.a magical prayer, i say to god.to heal this flower and take it away from me.so no pain would touch its hearts.and only smiles would make its way,to heavens gates,and the hells flames,would be waiting for me."
556,"tears by alina ahmed every tear rolled out of the eye has different story,every drop of it makes a different memory,some lies in the corner,whereas some in the shower.it follwes out when ones heart is full,makes a whole of pool,but no one understand its pull,and leaves it in a mad school,where more tears comes together ,makes tear remind his fear,for which his soul had broken the swear,now that tear has no intentions to be hearts near.he wants to live alone,where there are no clones,where he can live with his memories in that zone,that tear will then dry himself up with the help of o-zone...."
557,"tears every tear rolled out of the eye has different story,every drop of it makes a different memory,some lies in the corner,whereas some in the shower.it follwes out when ones heart is full,makes a whole of pool,but no one understand its pull,and leaves it in a mad school,where more tears comes together ,makes tear remind his fear,for which his soul had broken the swear,now that tear has no intentions to be hearts near.he wants to live alone,where there are no clones,where he can live with his memories in that zone,that tear will then dry himself up with the help of o-zone...."
558,"dear mom dear mom,you said you'd always be there but you're nowhere to be found i can't believe you left me i feel so low beneath the ground there's nothing i can do now i trusted you with all my heart but now you're gone you're the one who tore my life apart i've learned not to trust there's nothing more to say you've lost someone special you can't get back each day now you're the one left in the dark and all of a sudden you feel my pain you expect me to take you back but you still feel you're not to blame i could never forgive you even if i tried you can never make up for the lonely nights i've cried you will never know the feeling of losing the person you need the most to laugh and cry and love you instead of making you feel like a ghost i've moved on with my life without you by my side my pain has kept so long i'm telling you how i feel inside in a way i want to thank you because of you i'm strong i just wanted you to know i didn't turn out wrong"
559,"always my father but never my dad i'm sorry you missed out when i went to school for the 1st time,and you didn't have me tell you that you were all mine,i'm sorry you weren't there to take me to the mall,and you weren't there to tell me i have to stand tall,sorry you weren't the one i saw when i came home that day or the one i'd run to when i had a bad day,i'm sorry you didn't hear me write these, you'd have been so proud, and you weren't there to lift me up on a cloud,sorry you weren't there to tell me there's nothing to fear,but then again you should have been here,i'm sorry you weren't the one to teach me to ride a bike,or the one who took me on my first ride.i'm sorry you weren't the one who carried me on his back,that was my other daddy, the one i actually had!or the one who held me tight when strength is what i lacked,i'm sorry you weren't the one to hold me when i cried,or tell me i did great when i really tried,i'm sorry you were never there to teach me how to cook,or there at night to read me my favorite book,i'm sorry me as a daughter is what you never had,you will always be my father, but you will never be my dad."
560,"dear mom standing in self-hatred,drowning in my tears.looking back on my life,what i've been through the past 18 years.living in my brother's shadow,everything i do & say,wishing somehow things would change,praying for a way.same old sh*t just another day,living this evil life that was created just for me.starving for love, affection, & attention,i know none of this is how it's really supposed to be.i try to be strong,even though i feel so weak.feel like just giving up,but i won't accept that level of defeat.pretend like i'm always happy,although i'm never really okay.waiting for this pain to end,that i feel every stupid day.it's hard to say what's wrong,when nothings going right.hard to keep myself going,when i've been blinded by sight.this pain is never ending,it just goes on & on & on.it's all so unbelievably real,i just wish it all was gone.trying to pick myself up,when i've fallen so far and hard.but i don't know where i'm going,it's all so very dark.my heart is weak, my emotions sore,i do my best to never let it show.but deep down inside i feel like,i'm dying & nobody knows.a lot of f***ed up thoughts,run through my head constantly.i just wish i didn't live,this life of misery!"
