,TEXT
14952,"but this is no surprise to you, you were there you knew this too"
14953,each and every one of you
14954,but for now all i can say is i hope i get to see you all on judgment day...
14955,not far away
14956,"long ago, when a white man saw his brothers dark face"
14957,he did not accept him because he was from a different race
14958,how could such a horrible thing be so true?
14959,"the scares, the bruises, all black and blue"
14960,where was the love?
14961,"the, finally, a man was sent from an angel above"
14962,no more war
14963,he opened up for us a brand new door
14964,a door where there was no more violence
14965,where we could live everyday in peaceful silence
14966,a door where we the right to choose were we wanted to sit on a bus
14967,and not make a fuss
14968,"so, here we are today"
14969,each year getting more grey
14970,do we accept people the way they are?
14971,"we still have a while to go, but we are not very far"
14972,hate is a word used often in our house
14973,we hate every person 
14974,we dance when we leave 
14975,and beg not to stay
14976,hate is a word to describe everyday
14977,tears shed everyday 
14978,laughter a forgotten sound
14979,love is a word never ever found
14980,as my heart explodes with hate
14981,i cannot but cogitate
14982,"your eyes, your voice, your soul divide"
14983,could lead my to suicide
14984,i hate you more than jews hate hitler
14985,i hate you my childhood hitter
14986,this anger fills me to the top
14987,this shaking will it ever stop?
14988,if you were but a sheet of paper
14989,i might kill you with my stapler
14990,but your not and woe betide
14991,i am not fit for parricide
14992,life moves way too fast
14993,you're the reason i get up to face each hectic day
14994,how did our lives get so consumed with nonsense on the way
14995,we used to take the time to laugh and play a game or two
14996,but now it seems we fight a lot and cry way too much too
14997,so when you go to sleep at night i'll slip in by your side
14998,i'll hold you close and squeeze you tight and feel amazing pride
14999,"you're the one that i love best, it's very clear to see"
15000,with every day i know i'm blessed that you're a part of me
15001,now let's just try to slow it down and savor all that's past
15002,"for that's what molds our future, and life moves way too fast"
15003,a lovers dance
15004,a lovers dance is patient and kind
15005,"it feeds your heart, soul and mind"
15006,it brings you joy and happiness within
15007,knowing that he or she will be with you
15008,through thick and thin.
15009,a lovers dance can be recaptured
15010,only if the partners heart has not been
15011,a lovers dance has no mistakes
15012,it plays no one not even games.
15013,a lovers dance is slow and kind
15014,easy to learn but hard to find.
15015,a lovers dance.
15016,a moment of truth
15017,"my dear love, i wanted to share"
15018,"my thoughts, my feelings and"
15019,what makes me despair
15020,i want to share with you
15021,what makes me happy; what makes me feel blue..
15022,so you can sense that my love is honest and true.
15023,every day not a single minute
15024,passes by without you in it 
15025,"your skin, your voice, your body and your touch"
15026,"all of these moments, i miss them so much."
15027,"you are so present, so deep in my heart"
15028,"and our souls, i just know, will never part,"
15029,but circumstance and distance can be so overwhelming
15030,they close doors and create doubt and we start blaming..
15031,there are actions of mine and i know that for sure..
15032,"that feel so wrong, though my intentions are pure"
15033,they are painful and impossible to bear
15034,and you feel it's all so unfair.
15035,you can't run from yourself;
15036,there is no place to hide
15037,it just hurts you so deep
15038,it hurts your heart and your pride.
15039,then i worry that if i continue to stay
15040,will it be wrong and will i be in your way?
15041,i fear that i am not at all what you need
15042,and that this truth will make my heart break and bleed.
15043,then i sit here and wipe away my tears
15044,wishing you could kiss away my fears
15045,if only you knew how much€¦.
15046,i miss and need your embrace and your touch
15047,i know i can't hide from my thoughts and my fear
15048,and i know at these times i don't seem near
15049,but you break down these walls
15050,with the strength of your love
15051,and then i feel blessed
15052,from god above!
15053,my love for you runs so deep through my vein
15054,"that i dream of you, in spite of the pain."
15055,what i love about you
15056,"the sparkle in your eye,"
15057,the warmth of your skin.
15058,"your breath on my neck,"
15059,that shakes me within.
15060,"the touch of your hand,"
15061,the smell of your hair.
15062,"the naughtiness in your smile,"
15063,that strength in your stare.
15064,"your kiss on my lips,"
15065,your body near mine.
15066,"the stroke of your touch,"
15067,that feeling inside.
15068,the compassion in your embrace.
15069,the power in your face.
15070,the beating of your heart.
15071,that we may never part
15072,"the beauty of your kiss,"
15073,and that magic in your touch.
15074,"it is for all these reasons and more,"
15075,why i love you so much………..
15076,there's no obscurity
15077,"as i gaze into his liquid gold eyes,"
15078,poetry radiates from his warm soul
15079,his lips brush mine and i soar through the skies
15080,passion seizes me; i loose my control
15081,an amalgam of thoughts pierce through my mind
15082,"there is love, trust, yet i feel petrified"
15083,i know destiny; our fate’s intertwined
15084,"but what if he’s a dream, one i’m denied?"
15085,a thousand years i could spend with those suns
15086,amid his presence i’ve conquered all realms
15087,i’ve witnessed beauty that forever stuns
15088,and have basked beneath his forest of elms
15089,"then and there, i grasp truth with clarity"
15090,he’s in my arms; there’s no obscurity
15091,"i crawl in bed and lay my head upon my pillow, with thought’s of the day falling away"
15092,"behind my eye’s your face comes to me with love, i can see your trust for me in your eye’s"
15093,i reach out my hand to you as you turn to leave me. i touch your hand you stop i move to face you to see your soul
15094,"as i come to your face only for you to turn away again what are you hiding from, let me see, you tell me that you're worthy of love, you're not free in your heart, you don’t know how to give your heart away"
15095,"pain keep’s you scared afraid to be open, fear has you frozen, i place my hand’s along your face bring you down to my eye’s look deep within your window’s to your soul"
15096,"i see your fear there holding tight to you, i place my lip’s to yours and breathe your air in, in return i breathe mine into you, with one deep breath your wall’s fall and a new feeling is replaced,"
15097,"love is now within you i close my eye’s and kiss you good bye, you ask me to stay why must you go you say, i say i have gifted you, my love is now yours keep it safe, share it, love like never before, share the gift we are all giving, "
15098,"i turn from you and walk away with joy in my heart, my love for you now is never ending, you will always carry me within your soul, even though i have never been with you."
15099,what a glorious day 
15100,when our souls intertwined and our hearts danced together.
15101,when you flowed in me and a flower blossomed inside.
15102,when a heart began to beat
15103,life awoke from sleep all because of us.
15104,our blood joined and formed a third party
15105,like a supernatural show of illusion.
15106,slowly a human was formed 
15107,"inside of another, implanted by yet another."
15108,"we amaze me, he amazes me!"
15109,you helped me achieve what none can do alone.
15110,i gave you a piece of you and you a piece of me.
15111,the amazing transformation 
15112,from inside to the world was just overwhelming.
15113,i wish you were there.
15114,just the fact that our baby 
15115,"a living, breathing creature of god "
15116,came and looked at the world for the first time.
15117,"he took his first gasp of air, made his first sound."
15118,we created life together.
15119,a bond was built forever in that instant
15120,that you touched so deep and implanted yourself.
15121,every time i look at him i see you 
15122,i see me 
15123,i see yesterday 
15124,i see today 
15125,i see tomorrow 
15126,i see eternity.
15127,i feel joy 
15128,i feel love 
15129,i feel loss 
15130,i feel pride 
15131,i feel wisdom 
15132,i feel strength 
15133,i feel stability 
15134,i feel real.
15135,"i love us so much, for together, we created our first son"
15136,your beauty is unspeakable.
15137,your love is inescapable. 
15138,and i have fallen deep for you.
15139,"the heavens twilight stars,"
15140,"lit up the night sky,"
15141,and i saw you through the midnight gloom.
15142,"took away my breath,"
15143,and stopped the bloom of love.
15144,but the radiance that came from you.
15145,"reflected off the snow,"
15146,melted away all my fears.
15147,and dried all my tears.
15148,now i pray to see you again.
15149,"in the chilled wind,"
15150,i smell your perfume. 
15151,my love is only for you.
15152,how long i’ve waited to see your face again.
15153,i wish this wouldn’t end…
15154,"i wish i could send,"
15155,a love letter straight to your heart.
15156,"from me to you, my love is true."
15157,"a vampire, i wait outside my tomb."
15158,to see you again
15159,to be in a lovers sin…
15160,i pray unto the gods.
15161,i pray unto it all.
15162,"so i wont fall,"
15163,far from you…
15164,just please my lover take my heart…
15165,the meaning of love
15166,to love is to share life together
15167,to build special plans just for two
15168,to work side by side
15169,and then smile with pride
15170,"as one by one, dreams all come true."
15171,to love is to help and encourage
15172,with smiles and sincere words of praise
15173,to take time to share
15174,to listen and care
15175,"in tender, affectionate ways."
15176,to love is to have someone special
15177,one who you can always depend
15178,to be there through the years
15179,sharing laughter and tears
15180,"as a partner, a lover, a friend."
15181,to love is to make special memories
15182,of moments you love to recall
15183,of all the good things
15184,that sharing life brings
15185,love is the greatest of all.
15186,i've learned the full meaning
15187,of sharing and caring
15188,and having my dreams all come true;
15189,i've learned the full meaning
15190,of being in love
15191,by being and loving with you.
15192,by krina shah 
15193,my true love
15194,i have a feeling
15195,that i can comprehend
15196,in my deepest thoughts your are
15197,more than just a friend.
15198,i wouldn't want to
15199,rush us now
15200,as love we explore
15201,but there's a growing love inside
15202,that we just can't ignore.
15203,i love the times we
15204,spend together. we are comfortable
15205,and free. i think of you when we are
15206,alone. i think of you and me.
15207,we have a share
15208,secrets to uncover. there’s more
15209,to life then we will both discover.
15210,i love you always.
15211,"i’ll love you when you're dumb,"
15212,"i’ll love you when you're smart,"
15213,"i’ll love you anyway you are,"
15214,right from the start.
15215,i’ll love you if you're tall
15216,"i’ll love you if you're short,"
15217,"i’ll love you if you're pretty,"
15218,or just an ugly dork.
15219,"i’ll love you if you're toothless,"
15220,"i’ll love you if you're blind,"
15221,"anything that's wrong with you,"
15222,to me you'll be fine.
15223,"my heart is opening up now,"
15224,"unlike it used to do,"
15225,i see the pain that's in your heart
15226,and sometimes i feel it to.
15227,"i’ll love you tomorrow,"
15228,"i’ll love you today,"
15229,"i’ll love you forever,"
15230,and forever always.
15231,"fires, wine, beach, and time"
15232,crackling fires and glasses of wine
15233,a walk on the beach forgetting the time
15234,this is all nice and things we should do
15235,but these aren't the things that make me love you
15236,fighting for bed sheets and racing for the better car
15237,aiming for my mouth with animal crackers from afar
15238,tipping the canoe and watching lunch float away
15239,these are the special things that make me want to stay
15240,slapping an insect from my arm onto yours
15241,holding everyone up taking pictures on tours
15242,forget about reservations there's a hostel in site
15243,or maybe we'll backpack it and camp for the night
15244,these are the special things that make me love you
15245,"your educated, witty, funny and true"
15246,so next time you kiss me or take me by the hand
15247,i want you to know just where i stand
15248,i don't need fires or glasses of wine 
15249,i don't need beaches to forget about time 
15250,and even though we have done that and more 
15251,"it's your love that makes me stay, it is you i adore"
15252,i love you with all of my heart...
15253,me on the left and you on the right
15254,the way we laid our bodies the start of the night.
15255,my head on two pillows as yours lay on one
15256,tired from the day and all we had done.
15257,"one arm under pillow, the other kept you warm"
15258,i'd pull you in close during thunder and storm.
15259,i still remember the sweet scent of your hair
15260,as we closed our eyes and i held you for prayer.
15261,the rise and fall of breath from your chest
15262,would remind me of that day that god had blessed.
15263,your face would go soft and lips would yawn
15264,you'd fall asleep with the television still on.
15265,middle of the night your house stayed warm
15266,the fan on high was always the norm.
15267,i'd stolen the blanket and kicked down the sheet
15268,the only pillow you had now lay at your feet.
15269,sometimes i'd wake while there you still lay
15270,i'd creep to your bedside and kneel as to pray.
15271,i would lean in close as if to steal a kiss
15272,these moments of affection are the ones that i miss.
15273,i’d sit and watch while you lay there and snore
15274,i’d sometimes fall asleep with my head on the floor.
15275,you always thought you slept without peep
15276,instead of counting them you baa’d like a sheep.
15277,your body lay still ‘cept for the rise and fall 
15278,of your beautiful body that lay there in sprawl.
15279,but the most memorable part of those sleepless nights
15280,"wasn’t the snoring, the prayer or absence of lights-"
15281,it was the way in which your eyes would flicker
15282,beneath lid and lash i would try not to snicker.
15283,to me it was funny to just watch them move
15284,as if they were dancers stepping to groove.
15285,i could only guess what your mind would dream
15286,maybe thoughts of our future and how it would seem.
15287,"would it be an uphill battle, a test for all time?, "
15288,or simply steps in a stairwell that together we’d climb.
15289,most of the mornings you’d wake with a smile
15290,and some you slept in for at least a little while.
15291,but now these memories are just written in line
15292,and filed in a cabinet in the back of my mind.
15293,"memory of you sleeping, snoring, eyes wide shut"
15294,"now my heart beating, bleeding, crimson and cut. "
15295,your eyelids would flutter as your eyes would dance
15296,and i’d pray to god to just give me the chance-
15297,to fix what i'd done and to right the wrong 
15298,of the poor choices that i'd hidden for oh so long.
15299,these are the thoughts i now remember the most
15300,the memories in my heart i still hold so close.
15301,times i sat by your side as night was still grey
15302,all through the morning before dark turned to day.
15303,i’d ask him to bless this love i’d forsaken
15304,taken for granted and stole for the taking.
15305,unfortunately i received a different kind of answer
15306,but you will always remain my eyelid dancer.
15307,treasures we own
15308,"when my hand is wrinkled so,"
15309,it's you that i will still want you know.
15310,as my hair turns silver and gray
15311,remember me as i was yesterday.
15312,"my long red hair blowing in the breeze,"
15313,we loved each other with ease.
15314,"now in the park your hand i hold,"
15315,you keep me warm as it turns cold.
15316,"we sit on a bench and feed the birds,"
15317,not a single word needs to be heard.
15318,"remembrances of years gone by,"
15319,we both smile...we both sigh.
15320,"remembering our first glance,"
15321,and for hours how we danced.
15322,"the flowers you gave to me for no reason,"
15323,"and the little things you did every season,"
15324,made me a believer in true love.
15325,the kind that's been blessed from above.
15326,"our children have grown and left our home,"
15327,all those memories we now own.
15328,"a treasure of love is between two hearts,"
15329,nothing has ever torn them apart.
15330,"our love has stood the test of time,"
15331,we are still together our souls entwined.
15332,"until the day we shall pass from here,"
15333,eternally we are one soul my dear.
15334,"i don't think you will,"
15335,ever fully understand
15336,how you touched my life
15337,and made me who i am.
15338,you are the keeper of my dreams
15339,the man who holds my heart
15340,the one i want to spend my life with.
15341,the one i always stand.
15342,"stand beside through thick and thin,"
15343,through all that life throws our way
15344,knowing that this special love we share
15345,will guide us each and everyday.
15346,i don't think you could ever feel
15347,all the love i have to give
15348,and i'm sure you never realize
15349,you've been my will to live.
15350,every moment we spent together
15351,"has touched our lives, our souls forever"
15352,the things that we shared and learned
15353,is permanent growth that we've earned.
15354,the person that i have grown into today
15355,"did not get there by chance, no way"
15356,i am who i am partly because of you
15357,"and you are you because of me, too"
15358,the changes i see
15359,and what i have learned about me
15360,are a response to how we affected our lives
15361,and what we discover in each others eyes.
15362,it is uncertain if we have to part or one day live together 
15363,"either way, we have touched our lives forever!"
15364,no matter what the future will show
15365,no matter what we are told.
15366,we are connected on such a deep levels
15367,"that no one can remove that, not even the devil."
15368,our feelings might be different a year from now
15369,but you are part of me forever somehow
15370,a part of me will always be you 
15371,and a part of you will always be me. 
15372,"no matter what happens ,that much is certain "
15373,our souls are one until life closes the curtain.
15374,i will love your forever
15375,for worse or for better
15376,you are tattooed in my heart 
15377,and nothing can tear our souls apart.
15378,i will never forget you
15379,for my love is honest and true.
15380,love so pure
15381,its sweet like the nectar
15382,"of the garden flower,"
15383,its soothing like the buzzing
15384,"of a bumble bee,"
15385,its warm like the rays
15386,"of the morning sun,"
15387,its the search of a love so pure 
15388,which keeps me on the run.
15389,"its the pulse in my vein,"
15390,"the thoughts in my brain,"
15391,"in every breath that i take,"
15392,"the smile my lips make,"
15393,"its in the twinkle of my eye,"
15394,till the day i die.
15395,"its the dream in my sleep,"
15396,its springs freshest leaf;
15397,a love so rare like this 
15398,will always be with me for keeps.
15399,"its the warmth of my blood,"
15400,"as my feelings flood,"
15401,"as says my heart's beat,"
15402,its depth touches the ocean's feet.
15403,"even if its heart searing pain,"
15404,"with nothing to gain,"
15405,"i will feel it as the tear on my cheek,"
15406,and without words my soul will speak.
15407,"a feeling so sincere,"
15408,"a bond so strong,"
15409,i know my soul will never guide me wrong.
15410,"i will wait till my last sunset,"
15411,"till my heart slows down with a dull ache,"
15412,"till my eyes are wet,"
15413,"till i meet my soul's mate,"
15414,"yes, i will wait."
15415,when i'm with you
15416,"in your arms, "
15417,i’m in my safe haven.
15418,"with you holding me tight,"
15419,i have no other craving.
15420,"all i need, "
15421,"is that one look,"
15422,"that says you’re always there,"
15423,just like in a fairy-tale book.
15424,"your eyes talk to me, "
15425,as the world stands still.
15426,"my once empty heart,"
15427,now with love does fill.
15428,"your eyes tell me,"
15429,that you'll love me everyday.
15430,"no matter what may come,"
15431,you'll be there to stay.
15432,i tell you everything
15433,and never with a lie.
15434,"all my worldly secrets,"
15435,and everything that once made me cry.
15436,"everything in my past, "
15437,with you i can forget it all.
15438,"i know i can trust you,"
15439,to catch me if i fall.
15440,"if only i could explain,"
15441,how much love i have for you.
15442,"then maybe, just maybe"
15443,you'd feel it too.
15444,i will always be there for you
15445,"i will always be there for you,"
15446,i am your little friend..
15447,"i will always be in love with you,"
15448,all the way till the end..
15449,"i will always care for you, "
15450,i will never leave...
15451,"you are one person,"
15452,i can never deceive
15453,"i shall go off to sleep,"
15454,"much before you think,"
15455,"maybe i’m not with you,"
15456,the next second you blink
15457,"the day, when i'm not with you,"
15458,just close your eyes
15459,"and take my name,"
15460,i promise you dear.
15461,your life will be the same.
15462,"i will love you more and more, "
15463,"with each rising day,"
15464,i will always be there for you
15465,even if we are far away
15466,"love, love, love"
15467,"she laughs when you make mistakes,"
15468,and cries when you ache.
15469,"she tells you silly things,"
15470,and loves it when you sing..
15471,so weird and funny but its true
15472,she could make you smile when you're blue.
15473,"no matter what people say or do,"
15474,she'll always stand beside you
15475,"but the sad part is,"
15476,you never noticed all of these.
15477,"you took her for granted, yes you did"
15478,thought it was ok for she was easy to please.
15479,"no chocolates, not even roses"
15480,"no special dates, never gone to places"
15481,but it's ok for it didn't matter
15482,coz you promised to hold her forever.
15483,"sweet words left unspoken,"
15484,romantic moments never happened.
15485,"but though you never did what's in her dream,"
15486,holding her hand had always been a perfect scene.
15487,i laugh when you make mistakes
15488,and cry when you ache.
15489,i tell you silly things
15490,i love it when you sing.
15491,so weird and funny but it's true
15492,i've fallen so deeply in love with you
15493,and no matter what people say or do
15494,i'll be here forever loving you.
15495,simple gestures of love give me shiver
15496,it's like a promise of love forever
15497,and though were not perfect i wont ask for more
15498,coz you're the only one i've ever dreamt for!!
15499,i love the way you love me
15500,"i love the way you look at me, "
15501,"i love the way you kiss, "
15502,i love the way you have made my life fill with sudden bliss. 
15503,"i love the way i always feel whenever your around,"
15504,i love the way i miss you when ever you leave town. 
15505,"i love the way you make love to me and then roll over and fart, "
15506,i love the way you hold me so near and dear to your heart. 
15507,"i love the way you argue, "
15508,"i love the way you laugh, "
15509,i love the way you sit inside a bubble bath. 
15510,i love the way you love me and one other thing is true 
15511,i more than anything in this world love how i am so in love with you.
15512,dancing under the pale moonlight
15513,we danced a dance to last for a life time.
15514,you held me close and told me you loved me.
15515,"forever, you shall be in my heart, soul and mind "
15516,"i knew you wore the sweetest man, "
15517,"so loving and so kind, to me."
15518,we are meant to be my love and be in love for all times.
15519,"if you wore to come back to me, i would show you how much you mean to me."
15520,oh don't you remember us dancing under that pale moonlight.
15521,every thing was serene and beautiful.
15522,every thing was right.
15523,you wore the one that held my hand and comforted me through the storms.
15524,"you are the sunshine, the wind and rain.."
15525,and wiped away all the sadness and pain.
15526,"once again, you can be all these things to me, if only you return."
15527,please come back
15528,my angel man 
15529,and tell me those words of love into my ear.
15530,"you have nothing to fear, "
15531,as i will always be true to you and want only you.
15532,together we can make the best couple around 
15533,my love for you will never cease.
15534,"so come back, "
15535,i hope and pray that that someday will be today.
15536,take my hand
15537,"please take my hand, come walk with me"
15538,"i will show you the way, and let you see"
15539,how love and happiness will make you feel
15540,and make your life feel so unreal
15541,i will hold you tight
15542,all through the night
15543,and never let you out of my sight
15544,for you belong to me
15545,for all the world to see
15546,"lying in your arms, san francisco awaits"
15547,"so in depth, hold on with all of my might."
15548,"waiting in the rain, a cold winter night."
15549,"inhale, exhale. calm as i am."
15550,hair blowing in the wind.
15551,somebody take my hand.
15552,my eyes they close;
15553,as i breathe in deep
15554,you run through my mind
15555,and my life is complete.
15556,i open my eyes
15557,but you're still not there
15558,no one could take your place.
15559,with you my heart i share
15560,"a cold afternoon, "
15561,hands as cold as ice
15562,thoughts go through my mind
15563,my feelings are concise
15564,lying in your arms
15565,we are the perfect match
15566,the distance is discouraging
15567,yet still i am attached
15568,"sitting by the fire,"
15569,thinking in a distant stare
15570,waiting under streetlights
15571,nobody could compare
15572,when love begins
15573,i always knew that love would come find me someday
15574,but never did i know that it would be you who was headed my way
15575,you caught me off guard and took me by surprise
15576,"but you simply captivated me, the same way you do when i look into your eyes"
15577,it's true that every good and perfect gift is from above
15578,"you were presented to me as a beautifully packaged gift full of humor, talent, intelligence, beauty and love"
15579,"""it isn't finding the perfect person but learning to see an imperfect person perfectly"""
15580,"we all have our flaws but when i view you through my eyes, perfection is all i see"
15581,"from when you laugh to when you're upset, i still love the little things you do"
15582,especially hearing you laugh and seeing your nose wrinkle the same way mine does too
15583,coming into this relationship has been hard at times but we've made it through
15584,"i know as long as we're on this journey together, there's nothing that we can't do."
15585,sometimes i wonder if what we have is too good to be true
15586,too scared to get my heart broken and scared of the thought of losing you
15587,"but in the end, i trust in the author and perfecter of what i believe"
15588,"because what we ask for in him, we in return shall receive"
15589,"""where your treasure is, your heart will be also"" is how the saying goes"
15590,"i may not know what tomorrow may bring, for god is the only one who knows"
15591,the one thing i do know is that you are my one and only
15592,a treasure in my heart that i want to devote my whole life to completely
15593,i know i don't need to prove my feelings to know they're true
15594,"because what i've known in my past, doesn't come close to the experience i've shared with you"
15595,i've had the experience of being in relationships before
15596,"however, this is the first time i've been truly happy... i couldn't ask for anything more"
15597,"it's an honor to know that i am yours, as you are mine"
15598,and i trust god that he'll bring us together in his beautiful time
15599,"for now, i'll be waiting patiently for that day when we'll be together"
15600,"that precious moment in time when i'll say, ""it's you that i want to be with forever"""
15601,"god made everything beautiful, precious and new"
15602,"just as beautiful and precious as the day will be, when i look into your eyes and say, ""i love you"""
15603,heart and mind
15604,"when i met you, my life changed"
15605,don't know when this feeling came
15606,i got out of bed one morning
15607,shocked about this feeling
15608,"it's not right to love you, i know"
15609,but i can't force myself to forget you
15610,you gave color to my life
15611,though i know the time is not right
15612,i told myself to stay away from you
15613,but i can't teach my heart not to love you
15614,this feeling i had for you keeps growing
15615,a reason for me to be afraid of what this could bring
15616,my mind always telling me to let you go
15617,"but my heart is always saying ""i love you"""
15618,this heart really rules my mind
15619,and that is why i can't stop this feeling inside
15620,asking god to help me to decide
15621,which one will i follow heart or mind?
15622,god has purpose to what i feel
15623,for he only knows about what is real
15624,one thing in common between my heart and mind
15625,is that they're both saying what is right
15626,my mind is right and so with my heart
15627,"but one thing is for sure, you are a part of my life."
15628,"feel broken down, my body aches"
15629,my heart it bleeds from past mistakes
15630,"can't stop the tears, they fall like rain"
15631,the words are spinning 'round my brain
15632,so scared and feeling so alone
15633,the coldness fills my every bone
15634,"no food, no sleep, can't think at all"
15635,"each way i turn, another wall"
15636,this darkness haunts my very soul
15637,my world seems dead i've lost control
15638,the only weapon is my pen
15639,depression has moved in again
15640,"depression is running through my head,"
15641,"these thoughts make me think of death, "
15642,"a darkness which blanks my mind,"
15643,"a walk through the graveyard, what can i find?"
15644,"black shadows walk in between the graves,"
15645,how many lives have not been saved?
15646,"six feet under if not more,"
15647,"how i’d like to go down and explore,"
15648,"the feeling of lying in a box,"
15649,"i can’t get out, is it locked?"
15650,is it day or is it night? 
15651,are birds singing or have bats taken to flight?
15652,"i know one day this is where i’ll go,"
15653,am i afraid? i don’t think so!
15654,will i be able to explore the feeling of death?
15655,after i’ve taken my last breath?
15656,or will i be a shadow in between the graves?
15657,will i know how many lives have not been saved?
15658,after this life is there another one?
15659,"with a different moon and a different sun,"
15660,"i won’t go to hell as i’m already there,"
15661,"a place full of sadness, a place full of despair,"
15662,"so there’s nothing to live for, no future no past,"
15663,"so i might as well end it, end this life at last."
15664,falling from darkness
15665,falling from darkness 
15666,to a place i don't know
15667,everything's moving with no place to go
15668,i feel so alone and scared
15669,"as i fall, i wonder, ""is anyone there?"""
15670,as the days and nights pass right by
15671,i count the nights i just lay and cry
15672,"falling from faith, falling from love"
15673,"please, is there anyone up above?"
15674,"never did i want to feel like this,"
15675,when the answer lies with the slit of the wrist
15676,my mind is racing to find another solution
15677,before it's too late and i'm just an illusion.
15678,no one knows how i really feel
15679,i just want him to hold me and help me heal
15680,"as i fall, i feel the rain"
15681,i begin to think that may be he isn't the key to ease my pain.
15682,echoes of goodbye
15683,endless footsteps lead on along the ground
15684,the grieving people that were here cannot be found
15685,the black clouds come and hide the crying sky
15686,"amid those timeworn, lonely echoes of goodbye"
15687,"a young man lived here with a wife, a child, a song"
15688,"life he had, but somewhere something went wrong"
15689,"a mistake--and he left a mourning crowd,"
15690,"left them in a dark, black, and shadowed shroud"
15691,they buried my daddy that day in the rain
15692,and i cried as i held momma's hand
15693,those tears on her face revealed all the pain
15694,we never could quite understand
15695,"at the funeral, they'd said my daddy had been"
15696,"a good man and too young to die,"
15697,and the child i had been asked over again
15698,why hadn't he told me goodbye?
15699,endless footsteps lead on along the ground
15700,the grieving people that were here cannot be found
15701,the black clouds come and hide the crying sky
15702,"amid those timeworn, lonely echoes of goodbye"
15703,"stress is eating at me every minute and second of the day, how do i cope with the horrible effects and make it go away?"
15704,"i feel so tired and run down and i don't sleep, i lie in bed at night and wonder why it runs so deep."
15705,"everyone asks why do you look so sad, do i tell them that my stress is eating me up and that i feel really bad?"
15706,"does everyone notice how i walk around in a daze, and that i have deep black bags under my eyes nowadays."
15707,"i wake up every morning feeling so hopeless, like nothing ever goes right and wondering why my life has to be such a mess."
15708,"stress is my one worst enemy, it’s taken over my mind and my whole life in every single degree."
15709,the girl i used to be
15710,"i tell myself that everything's going to be ok,"
15711,that there is no reason for all this pain.
15712,"the time it took to change, the time it took to"
15713,see all those mistakes.
15714,"the life i had, i can't have back. the choices i made,"
15715,affected me in all those ways.
15716,the mistakes i made have not been forgotten.
15717,"the tears i shed, the sounds i made, the feelings "
15718,that left me feeling in a different way.
15719,yet i can't see why these tears feel so unreal.
15720,"i'm not the same, my words are unsaid."
15721,"what i hide, is buried deep inside."
15722,"to know, to love, to breathe."
15723,it hurts to know that i'll never be the
15724,"girl i used to be. the one that would always laugh,"
15725,the one that you knew would always be strong.
15726,"the feeling is real, the truth is sealed."
15727,"i cry in the dark, cuz i know i cut too deep."
15728,"the blood is like the rain, "
15729,in every way it drifts away.
15730,"the scars are real, but the wounds in the heart"
15731,are another mark.
15732,"if you only knew what i've been through,"
15733,or maybe you could take a walk in my shoes.
15734,"i'm not fake, i'm not a doll,"
15735,i just don't think i'm the same in any way.
15736,so where did my soul go?
15737,why did i ever let it runaway?
15738,what happened to that girl?
15739,"the one that could make you laugh,"
15740,the one that would always take you out?
15741,"what happened to that girl, "
15742,cuz i'm lost without her?
15743,"i'm no longer me, the mistakes changed me,"
15744,but did they change her? 
15745,if only i would know.
15746,it's hard to describe how i feel right now
15747,i want to explain it but i don't know how
15748,i can't believe its come to this
15749,"it's our world, not just his"
15750,no matter how hard we try
15751,the man can never hear us cry
15752,we could scream and yell
15753,but he is in his heaven while we're in our hell
15754,the little boy wants his acceptance
15755,but the man keeps his distance
15756,"the little boy has so many ""whys?"""
15757,but the man won't open his eyes
15758,the little girl just wants her dad
15759,but the man doesn't understand
15760,the little girl just wants to be kissed and hugged
15761,but all the man does is shrug
15762,the woman just wants him
15763,but the light is getting dim
15764,she loves him with all her heart
15765,but the man keeps tearing it apart
15766,no matter how hard we try
15767,he can never hear us cry
15768,we could scream and yell
15769,but he is in his heaven while we're in our hell
15770,i want to know one more thing
15771,with my last bit of strength
15772,is this it? is this the end?
15773,"so many tears shed in the dark of night,"
15774,hidden away in our private thoughts
15775,only to be shelved with morning's first light
15776,because of no courage to speak of the pain
15777,this part of our lives remain the same...
15778,"mother's and fathers, sisters and brothers"
15779,gather for holidays they hope will heal
15780,while gathered together sharing a meal
15781,"what they bring, back from the past,"
15782,"perhaps they'll be able to bed it, at last."
15783,"years of analysis, a lifetime of good,"
15784,"can be shattered with just one word,"
15785,"maybe a look, or gesture of scorn;"
15786,"any of which destroys years of progress,"
15787,"all the good overturned,"
15788,"at least that's what i'm told,"
15789,over and over again...
15790,"i sit by a letter, addressed to my sister,"
15791,"no courage to post it, no guts to muster."
15792,i've written the things i needed to say;
15793,will she get my meaning or stray away?
15794,into her own thoughts to calm her that day...
15795,"thoughts of comfort, truth not portrayed."
15796,"it must be nice to be the favored child of choice,"
15797,"to not know the feelings of a life not rejoiced,"
15798,"to know through life, whatever wrong you've done"
15799,"in the eyes of the parents, you'll remain number one;"
15800,to not know what it's like to give of your soul
15801,"for recognition that you will never, ever know..."
15802,stuck in the past
15803,"stuck in the past,"
15804,"old memories, old actions, old regrets,"
15805,"it seems someone never forgets,"
15806,"they seem to return over and over again,"
15807,"when will they disappear, "
15808,when when when...
15809,"why are the details so important,"
15810,"they aren't even related to us,"
15811,"do they really have to add up,"
15812,or have to be continuous?
